"29A";"[]";"Brice / Pont";"05:01"
"29A";"[]";"Brice / Pont";"05:19"
"29A";"[]";"Brice / Pont";"05:55"
"29A";"[]";"Brice / Pont";"06:24"
"29A";"[]";"Brice / Pont";"06:32"
"29A";"[]";"Brice / Pont";"06:40"
"29A";"[]";"Brice / Pont";"07:01"
"29A";"[]";"Brice / Pont";"07:08"
"29A";"[]";"Brice / Pont";"07:20"
"29A";"[]";"Brice / Pont";"07:24"
"29A";"[]";"Brice / Pont";"08:24"
"29A";"[]";"Brice / Pont";"08:45"
"29A";"[]";"Brice / Pont";"09:02"
"29A";"[]";"Brice / Pont";"09:24"
"29A";"[]";"Brice / Pont";"09:35"
"29A";"[]";"Brice / Pont";"12:10"
"29A";"[]";"Brice / Pont";"13:53"
"29A";"[]";"Brice / Pont";"16:34"
"29A";"[]";"Brice / Pont";"17:18"
"29A";"[]";"Brice / Pont";"17:24"
"29A";"[]";"Brice / Pont";"17:35"
"29A";"[]";"Brice / Pont";"18:10"
